sentence_id	sentence	sentence_domain	source	is_used	clips_count
0ab9d0bf5e9971ddbf67a8388d9810ae81de2e6c9437fe1d480fa2a7fdbaabee	በአፍሪካ ሕብረት ተይዞ የነበረ ቢሆንም ግብፅና ሱዳን በውሀ አያያዝና አለቃቀቅ ላይ አስገዳጅ ስምምነት ይፈልጋሉ		Custom	1	0
0ec2359e34c4f0e252368e568076e0f5083bf791d7b83e973f7bb1c73a893f20	በአብርሃ አገዛዝ ሥር የነበረው የአይሁድ ማኅበረሰብ በክርስትና መስፋፋት ላይ ምን እርምጃ ወሰደ?	history_law_government	THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
0f771e242894d7e9e3ce688afab3efba78c6aea0fef1e5cb646833e9f5c13b7a	ማወራረጃ ጠላ ጠጅ አረቄ ወይን አልያም ቢራም አብረው የሚቀረቡ መጠጦች ናቸው።		sentence-collector	1	0
10a8adcd7d5113eddcb98932141aeb53744e4cc36bbf4ba2925c2a97770ccc6f	የዋናው ግድብ ውፍረት የግድቡ ግርጌ ላይ መቶ ሰላሳ ሜትር ነው		Custom	1	0
12305de88a274dd1cbf358c6c9033f1ed925d2983ee78e03aaf6e2876984e82b	የትራምፕ አስተዳደር ኢትዮጵያ ከግብፅና ከሱዳን ጋር ከስምምነት ሳትደረስ ግድቡ እንዳይሞላ ሲል አንገራግሯል		Custom	1	0
13e58e2ca6e64b4d10d6d3c8c0860be6eff0e9fb399f1abc0b15a15f44b45547	ምክትል ጠቅላይ ሚኒስትር እና የውጭ ጉዳይ ሚኒስትሩ ፓርንፐሬይ በጥቂት ሰዓታት ውስጥ እስራኤል ይገባሉ ተብሎ ይጠበቃል።		https://www.bbc.com/amharic/live/67466481	1	0
142ef96c4520a2b3987cb1546103037d79d1a383a9f1348cfd239430ea55f82f	ይሁንና የኤሌክትሮመግነጢስ ጨረራ ብርሃንን ብቻ ሳይሆን የብርሃንን ታናናሽና ታላላቅ ወንድሞች ሳይቀር ያፈልቃል።		https://www.wikiwand.com/am/%E1%89%A5%E1%88%AD%E1%88%83%E1%8A%95	1	0
162d09211a7b290551e9de242b1ef299994d9080aa1cd3046bb026f3e9100eaf	ከዘዴዎቹ መካከልም አንዱ በዛፍ ላይ በመስቀል በመታፈን እና በድካም እንዲሞቱ ማድረግ ነው ብለዋል ፕሮፌሰል ፔሬዝ።		sentence-collector	1	0
19e47b8d6984b699c1407b496d779f35cd5c0728cad39970ff104b75a0483f81	ለድርጊቱ ፖለቲካዊ ወይም ሃይማኖታዊ ምክንያቶች ነበሩት? 	history_law_government	THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
1dafc387f7287b013b5058f3f24a5b8b6db78835c4d4fe9cdd7e12307d85546a	ሃብታሙም ሰው በአንድ ቀን የሚደርስ እንደዚህ አይነቱን ጠላ ለመፈለግ ቢዋትትም ሊያገኝ ስላልቻለ መሸነፉን አመነ፡፡		sentence-collector	1	0
236c4598f9f74c0a1882f90466432a144ecf5ea8076740e768035408553a96d6	በርካታ የሰውነት የአካል ክፍሎችም መሥራት የሚያቆሙ ሲሆን የተሰቀለው ሰው ተሰቃቶ ይሞታል።		sentence-collector	1	0
26a88bcf4b9d331f554545d4cb89d8a9564d7c0b846b3359d865979693aaede5	በአብርሃም የክርስትና ቀመር እና በእስልምና ቀደምት እድገት መካከል ምን ግንኙነቶች ሊፈጠሩ ይችላሉ?		ራስን መጥቀስ	1	0
283c59b135dbef0f6c60a2897411ddd79d722c9686536ab66b6156b7c641aa0c	ይህ ነው የሚባል ተጨባጭ ስምምነት ላይ መድረስ አልተቻለም።		Custom	1	0
29a0b39f3b821043504226848d95d5d5b14f4881db81c4819533a8b0cd97cc21	ከዚያም ወንበሩ ላይ ከተቀመጠ በኋላ ሚስቱ አይብ እንድታመጣለት ነግሯት አመጣችለት፡፡		sentence-collector	1	0
2be498eddd4b9a51cf69a857ba7d97ad6ba417d32bdd369e5e22545ee7b672b2	ዩኒቨርስቲውም የአንድ ዓመት የገንዘብ ድጋፍ የነጻ የትምህርት ዕድል ሰጥቷታል።		sentence-collector	1	0
32f29ca032d6681449f7a063339ef113242bd4792704333b748893d66c992563	በአደጋዉ ምክንያት በንብረት ላይ የደረሰዉ የዉድመት መጠንና የአደጋዉ መንስኤ እየተጣራ ይገኛል።		sentence-collector	1	0
3335286aef67f0ed20db03ab9763d3bac36e9dfc6c3815557acdd4dde8cf8a4f	የአብርሃም ፖሊሲዎች እነዚህን ቡድኖች ያስተናግዱ ወይም ያጨናንቁ ነበር? 	history_law_government	THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
33d5d6f1b046a52ce21b4461af25315ffa01a1d2c3a2a873eb089ea36d07f526	???? ??? ???? ???? ?? ???? ??? ???? ???? ?????? ???? ??? ?????? ???????? ??????? 		https://github.com/asmelashteka/HornMT/blob/main/data/amh.txt	1	0
34fb9aa724803ee7227b43f3b874ec215e682bbf03247baa71608082a074ba46	በአብርሃ አገዛዝ ወቅት የአሚሚያር ሃይማኖታዊና ፖለቲካዊ መልክዓ ምድራዊ አቀማመጥ ምን ሚና ተጫውቷል? 	history_law_government	THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
352e50d7f48a5873b5aab3833892200934672463dadcb6d3ffe8402c8726214e	አብርሃ በጻፋቸው ጽሑፎች ላይ የክርስትናን ቃል የተጠቀመበት መንገድ ከአክሱም የመጣውን የፖለቲካ ነፃነት የሚያንጸባርቅ ነው? 	history_law_government	THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
3666456ecafd7f20b397f088c684f21a2aaa2fdc9d0c214cd3493b7cd832b6cf	በኢትዮጵያ ሕዳሴ ግድብ ዙሪያ ከታችኛው የተፋሰሱ አገራት ጋር ሲደረግ የነበረው ድርድር እስካሁን አልተቋጨም		Custom	1	0
36d9c585598ef414b22564c9440e01f1115d95ef6d0a7d3589f43ce054c04a36	ትዊተር ክፍያው ካልተፈጸመ ሰማያዊ ምልክት እንደሚነሳ አስታውቆ ነበር።		sentence-collector	1	0
37f6951129e32366ff72cca0f099f56f6c0b016a9700b3d20d143c8b8a417ed5	የሀያ ሰላሳ የዓለም ዋንጫ ለመጀመሪያ ጊዜ በሶስት አህጉራት ውስጥ በሚገኙ ስድስት አገራት ሊካሄድ ነው		https://www.bbc.com/amharic/articles/c1dknj42klvo	1	0
380292e161f4957f897430583196a61506a3f29e5e53b5b97035ab27f29df265	በይፋዊ የማኅበራዊ ሚዲያ ገጻቸው ላይ ባሰፈሩት መልዕክት ነው።		sentence-collector	1	0
38b8cf2c485426e1be03056434ef8f18361326bd4cbf931e7d2c3a871e625094	አካላዊ አእምሯዊ ማኅበረ ስሜታዊ ብለው ይከፍሏቸዋል።		sentence-collector	1	0
39312e791c5a07315a17b7e2518f1baa96c236cc595932bf9c1fe0964d8701e5	ታገኝ የነበረውን የገንዘብ ድጋፍ አጥታለች።		Custom	1	0
3b00b812f9fa449853a34d7a9a9bf9649adeffcba094839245e3334c0084ef8e	ከሉክሃንዮ አባት በተጨማሪ የሌሎቹ ሦስት ፀረ አፓርታይድ ታጋዮች ቀብር በዚችው ዕለት ነበር።		sentence-collector	1	0
3c456346481e886f7a37d766cbc95e57b5e2a7a55ff61aba78dc978a9c7f13a3	በኋላም የተቃጠለው አስከሬናቸው በተለያዩ ቦታዎች ተገኘ።		sentence-collector	1	0
3c77bf53647119ef941f1a321e28e6dd0fb4ee9092ec634368e13685e31a7367	ነጋዴውም ንግዱን አካሂዶ ገንዘብ አገኘ፡፡		sentence-collector	1	0
3e861c3fd254b6e59cc188e6ebe03bd32390c29f2444a7d8dbb920f96bd7e701	ይህንን ከግምት በማስገባት ኢትዮጵያ አሁን እነዚህን አካባቢዎች መልሳ ለመቆጣጠር ዕድል አላት የሚሉ አስተያየት ሰጪዎች አሉ።		sentence-collector	1	0
40a5a29e70219aa314c1317f8fd1438fe438281c806c88fc7e52223b31299c50	ሰላም ለሁላችንም ይበጀናል	general	ስለ ሰላም	1	0
4274f0eabb98d7f9897693454bc26af7e3238ce82aa4f3a81aa47b5ca7970cb9	የአብርሃ ጽሑፎች እና ሃይማኖታዊ አቋሙ በሂሚያር ውስጥ በሚገኙ የተለያዩ ማንነቶችን እንዲጠበቅ አስተዋጽኦ ምን ድረስ ነው?		THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
4a63df6b09848d0bdf1a40ea7cc996d1555cf0d06a95260077053ec04198beff	በፋኖ ታጣቂዎችና በመከላከያ ሰራዊት መካከል እየተካሄደ ያለው ግጭት እንደቀጠለ ቢቢሲ በክልሉ ከሚገኙ ነዋሪዎች ሰምቷል		https://www.bbc.com/amharic/articles/cye1l4l96yeo	1	0
4c58fe21b61aa2d10543e8fd475d77e4ccc630f9d1afee6e013934892c817084	ጄነራል ሄምቲ ቢያንስ በአንድ መንገድ እየተዋጉ ያሉትን ጦር ፈለግ ተከትሏል።		sentence-collector	1	0
4d2b55ddffb5dfb16794c9ed35a79992386d1eed91512d0dab3b0c4585afefe0	ዓረፍተ-ነገሩን ለማንበብ ቀላል መሆን አለበት		common voice	1	0
506efeed2b40ba44c8a1cea7db118cc9111946bd7cc940382fa293c77c8452eb	ሰላም ጤና ይስጥልኝ እንደምን ዋላችሁ?	general	ማኅበራዊ ሰላምታ	1	0
50edc3feff0ee0924aea12c29dba8adc2085fa98964c8271f6be81a613c6089d	ይህን የተናገሩት ለሁለት ዓመታት የተካሄደውን ደም አፋሳሹን የሰሜን ኢትዮጵያን የእርስ በርስ ጦርነት በቆመ ወቅት ነው		sentence-collector	1	0
512e0b975a442082f6ff9395088e31c01aebacaf564e62c47609f783a73bf435	ባለፈው አርብ በርካታ የኪይየየ-ፔቼርስክ ተከታዮች ገዳሙ ፊት ተሳብስበው ዩክሬን መነኩሳትን ለማባረር ማቀዷን ተቃውመዋል።		sentence-collector	1	0
522712f05bf0e5b1711a291d043712e7913defad6746fa7a9c2d5f8208c5cb81	የግድቡ ጫፍ ወይም የላይኛው ክፍል ደግሞ አስራ አንድ ሜትር ነው።		Custom	1	0
555044777c7ee64d8d46224a22798c1756b0da74a829304911b60f89c5286c15	ኢትዮጵያ እስካሁን ድረስ በሁለት ዙር ግድቡን በውሃ የመሙላት ሂደትን አከናውናለች።		Custom	1	0
56edb927aa03ecc6abcec8780876a00f0e049b7ba89aa783a55f950185895ab3	ነገር ግን ግብፅ እና ሱዳን አገራት አባይን በብቸኝነት ተከፋፍለው እየተጠቀሙበት ይገኛሉ።		Custom	1	0
582cdef8063ea3b3202cdf5e9a46ff3c141f06d3a2984cd22d5a002be8dc9b1b	ሰላምና ጤና ለሁሉም	general,news_current_affairs,media_entertainment	ዜና እለታዊ	1	0
5e4d0d5a953d0f9641aecb510453ab0ec2067103c844897ed2ece39f021f9846	ነገር ግን ፅንሱ በመጮሁ ከአባቱ የተሻለ ብልህ ይሆናል፡፡		sentence-collector	1	0
5ef12920a6f6837b06cd7fe495e695fd848b39350305e85206fdb6983b7a919b	ሞ ፋራህ የለንደን ማራቶን የመጨረሻው ውድድሩ እንደሆን ለቢቢሲ ተናግሯል።		sentence-collector	1	0
5fce9046c93d423d6d11f50ccf3602adfea83e1bf58bd2bd41f30515e4a7762d	የኢየሱስ መልዕክት እንዳይቀጥል ለማድረግ በግልጽ የሞከሩበት ቅጣት ነው ይላሉ።		sentence-collector	1	0
5fdce38553994f85bf810f43b6b10e95eb05f7d604a29e29a9147ceb9eda799b	ፕሬዝዳንቷ የሃይማኖቶች ጉዳይ የቤተ እምነቶቹ አባቶች እና ምዕመናን ጉዳይ ነው ሲሉ አስፍረዋል።		sentence-collector	1	0
60d7274f622e85f7b4bbdf737a0fe61306999533ff3e479a4889e248d83e402f	በቻምፒንሺፑ ጥሩ አቋም ላይ ነው ያለው።		sentence-collector	1	0
624b3de436bb2de8ce3e0ea25e4949ea99ffd7973df063fe5878a6a80c3b3006	ከዚያ ጊዜ ጀምሮ ሱዳን በሉዓላዊ ምክር ቤት በሁለቱ የጦር ጀነራሎች ስትመራ ቆይታለች።		sentence-collector	1	0
638436c29534f77b05af8a01940ae198a7a756b948857f57e396cc282284bb77	የሰው ልጅ የአምላክ ፍቅር ርቆት የፍዳ ዘመናትን አሳልፏል።		sentence-collector	1	0
6742b742b26ac7bd8c5b2408dbaa3603d509a4b275e9dde0cef0621054d2743e	ኮሬ በጣም ጀግና ስለነበር ከጦር ሜዳ ምርኮኞች ይዞ ይመጣ ነበር፡፡		sentence-collector	1	0
67af25a27668ac12f518fbfdd60e0b676402e12138681909487f6a43a16060e1	ሃብታሙም ሰው ሲያይ ጎመኑና ጤፉ በቅለው አየ፡፡		sentence-collector	1	0
680b2e6d60bbb24986597f4ad22901c82b6ef606536ae1d329fd2bc6aa354a6e	ነፍሳችንንም መቼ እንደሚወስዳት አናውቅምና በመጀመሪያ ምርጡን ነገር በላሁ፡፡		sentence-collector	1	0
687fa494846570694b7e534e49a7ce3b205e131b12adb486ee016cf17f3547e6	በርግጥ ሲጎዳም ሲያከፋም አይተነዋል።		sentence-collector	1	0
6afbe3d19b4e3cf0e084457419fea182b81b487b239f042d60fd026dcecaf580	ከቀቀኒሳ በተጨማሪ እንግሊዛዊው ሞ ፋራህ የውድድሩ ተሳታፊ ነው።		sentence-collector	1	0
6c9dc5c53303915bfa737457bb600ca3c12931eacec1292d8711fee155556463	በረምዳን ወር ከሰውነት እንቅስቃሴ ራስን ሙሉ በሙሉ ማራቅ ግን ለጤና የሚመከር አይደለም።		sentence-collector	1	0
6cbcc880a9edc001aceffa8d0140c879ecd5898231479da4cdb0e9a7bbcbf775	አል ሀዳት የተባለው አረብኛ ሚዲያ እንደዘገበው ስድስት የአሜሪካ አውሮፕላኖች በሱዳን አርፈዋል።		sentence-collector	1	0
704d10b9f074c5ea50bcd44f37ad6a7f002b43ae510ff76767622af62c275c8d	አገልግሎትን የሚያሰፋ መንገድ መከተል እንደሚገባም አጽንኦት መስጠታቸውን የወጣው መግለጫ አመልክቷል።		sentence-collector	1	0
7086c62ea9d0ba5c61cb7bbdbb2744d4f3782677d5e114febabc8f87b8fa3927	ግጭቱ በሠላም እስከ አልተጠናቀቀ ድረስ ለኢትዮጵያም ሆነ ለኤርትራ አደጋ አለው።		sentence-collector	1	0
70ade216047f4ac04223361f8d77a5f63c4b6250ef3dcf7aa0483c1358e875a9	ባለፈው ሳምንት ፉልሃም ኤቨርተንን ማሸነፉ በጣም ነው ያስደነቀኝ።		sentence-collector	1	0
714cc1945e796d22a9e5a21110b81d4d41fc095d07e2245a50e8a81d120b6f1e	በሁለት ሺ ሶስት ግንባታው የተጀመረው የኢትዮጵያ ሕዳሴ ግድብ ከትልልቅ የአገሪቱ ብሔራዊ ፕሮጀክቶች መካከል አንዱ ነው።		Custom	1	0
716278da28aef31fc9a76a83f71c10f3e2c411aec8b8e0094b00a632d91c3839	እዚህ የተበረከቱ ዓረፍተ-ነገሮች በይፋ ወደሚገኝ ፈቃድ ያለው የውሂብ ስብስብ ይታከላሉ።		common voice	1	0
728183894cffa18e6d62ea44e0b3405d78e2f735abebc1760315bd8f145efb46	የኢትዮጵያ ዲጂታል ፋውዴሽን ፕሮጀክት የስድስት ወር የሥራ አፈፃፀም ግምገማ ተካሂዷል።		sentence-collector	1	0
739f8689440cd9aaaf26b5671a5975bad393e2dc36b0944b556c74e72f7c41fe	በኢየሱስ ክርስቶስ ትንሣኤ የተገኘውን ሰላም ክርስቲያኑ ምዕመን በጎ ተግባራትን በማከናወን ሊተገብር ይገባል ነው ያሉት፡፡		sentence-collector	1	0
743b1bd3c379ade206d29d4b84001b4e63e22ec526b948923877912d2d2ddc0f	በአብርሃ ፅሁፎቹ ውስጥ የአብርሃ ቃላትን ምርጫ ላይ ተጽዕኖ የሚያሳድሩ የአገሬው ተወላጅ እምነቶች አሉ?		THE JEWS AND CHRISTIANS OF PRE-ISLAMIC YEMEN (ḤIMYAR) AND THE ELUSIVE MATRIX OF THE QUR’ĀN’S CHRISTOLOGY Carlos A. Segovia Saint Louis University – Madrid Campus, Spain segoviaca@slu.edu	1	0
745497ab51fe2f02e1fd7fc95087c515b64ee415bce2edfeebab37cc0f46b23f	ለወንዶች የተዘጋጀው የእርግዝና መከላከያ እንክብል የወንዴ ዘር እንዳይንቀሳቀስ አስቻለ።		sentence-collector	1	0
75cf6025f0b9b98d70c6ee787ee463acdfdb0445ed2df7c5530cd32b22198d8b	ተመራማሪዎች እንክብሉ የሚሰራው ወንዶች ግንኙነት ከመፈጸማቸው ከአንድ ሰአት በፊት ከወሰዱት ነው ብለዋል።		sentence-collector	1	0
7601119c6351829c0ac67616d2a651a4c3fd651b2fa776e67bed348d12c8a22c	የሱዳን ጦር ኃይል መሪ አብደል ፈታህ አልቡርሃንና የፈጥኖ ደራሽ ኃይል መሪ ጄነራል መሃመድ ሃምዳን ዳጋሎ		sentence-collector	1	0
762efefc82ffd315d86babbae442b27598d9c1593d6c1b46aa94761e98441d14	ዋና ገጸባሕሪዋ ፈረንሣይ ገብታ ተምራ አግብታ ልጅ ለመውለድ ሆስፒታል ልትገባ ስትል ይለውን ኩነት ያሳያል		sentence-collector	1	0
77d4c04a059f16cf5bc27b990a13ec14261912a135b334ab91d3c5e7159e56b1	አሁን የምነግራችሁን ነገር እኔ እንዳልኳችሁ መፈፀም አለባችሁ፡፡		sentence-collector	1	0
789368b2cf039c7d0b6cd69f9914e0d5ff11c45897b53567bb5ae0a8a20fdea8	ጾመኞች ምንም ዓይነት ድካም እና ተስፋ መቁረጥ ቢሰማቸው ፈጥነው የረምዳን ጸጋን ያስቡ።		sentence-collector	1	0
78e4fe471d374dd742c90055bc8f410bb4ecc6d932670ac5d19594313b5362cb	እናም ሁሉም በአንድነት ከዚህ ጉድጓድ ውስጥ አውጣንና ውለታህን እንከፍላለን አሉት፡፡		sentence-collector	1	0
7a60a0bfcc52b91b1982e4911103609c318fd77561b571eb9c3034be1549e394	የዓለም ዋንጫ ውድድር አንድ መቶኛ ዓመት ተገቢ በሆነ ሁኔታ እንዲከበር በሙሉ ድምጽ ተስማምቷል		https://www.bbc.com/amharic/articles/c1dknj42klvo	1	0
7a6a4928b7996cb105739fc0d6a1880f7659d5d8f46e3e5508fc07db463ca4b0	ይህ ሁሉ ላይ ተጽእኖ ያሳርፋል የሚሰማኝ ስሜት የሥራ ተነሳሽነቴ ሥራዬን የመከወን ችሎታዬ ሁሉ ያውከዋል ትላለች።		sentence-collector	1	0
7ae819d5c175ba808632f47e0133b560472b16e3d1322c11fc74ecb0fe3ab89b	በመላው ዓለም እስከ መቶ ዓመት የሚኖሩ ሰዎች ቁጥር እንዴት ጨመረ?		sentence-collector	1	0
7af24056a7755949f8ef44e769f58938718cdfcd654e800fe5d16fd9b3381e08	በአስተዳደራዊ ጉዳዮች በፋይናንስ በምደባ በቅጥር የሚታዩ ክፍተቶችን በጥናት ማሻሻል እና ማጠናከር		sentence-collector	1	0
7b300ab920b737fa6e8a52f49cbc5dbcb9f1d86c38e08ee2fead60f33ecca8a8	ለክርክር ፍቅር ያላት ዳያ ከመደበኛ ትምህርት ውጭ በሆኑ ተግባራት መሳተፏ የወደፊቷን ቀድማ እንድታቅድ ረድቷታል።		sentence-collector	1	0
7ceb61e066032f29efb287d5ad94e75c993c320d9a98cdd32a2849663046524a	እንዴት ልትድን ቻልክ ብሎ ሲጠይቀው ደግለራሱም ታሪኩን በሙሉ አጫወተው፡፡ የገበያውም ዳኛ እንዴት እንደሆነ ነገረው፡፡		sentence-collector	1	0
81869975091e5953341871893237168d57f2f7c9cb4b1ab7701cde07fba0347b	ግብፅና ሱዳን ድርድሩ ተካሂዶ ከስምምነት ላይ ከመደረሱ በፊት ኢትዮጵያ ግድቡን በውሃ እንዳትሞላ ሲሉ ነበር		Custom	1	0
81a56af5f12945a2d45c1a73012841b6fa4e55da0c1509da5a83e6677f3638a8	ኢትዮጵያ በልጆቿ ጥረት ታፍራና ተከብራ ለዘላለም ትኑር		sentence-collector	1	0
83f96d07d8d96d967e870b266e9136758f3a280642c873c794ba0840be141b4e	ኢትዮጵያም ብትሆን በሱዳን ጉዳይ ብዙ ይመለከተኛል የምትላቸው ጉዳዮች አሉ።		sentence-collector	1	0
857344ba3b56a6a4811aee211185131aaa092108dbe3ce68841772f664b5a626	ይህ ደግሞ ከመጠን ያለፈ ምግብ ለመብላት ያበረታታል።		sentence-collector	1	0
8754e3c7827f830c07aa7823321f070be90d7635953daadb15d8ef25a0f9d12a	በምስራቅ በኩል ሱዳንን ከኤርትራ ጋር የሚያገናኛት ነገር ብዙ ነው።		sentence-collector	1	0
8c1f9a77e36552bd838909dbb9b616084fccef1192b19eb042debc1a38ab1237	ሁለቱ ጄኔራሎች የተፈጠረውን ውጥረት አርግበው ሲቪል መንግሥት ለመመስረት ወደ ሚያስችለው ንግግር እንዲመለሱ ሲጠይቁ ቆይተዋል።		sentence-collector	1	0
8c3d0471e11014fd0188e24ec6502bb9aab6998f7472e94a5dbf4f59c6ade42b	በዚህ ግራ መጋባት ውስጥ ቤት ወይም ሀገር ብላ የወሰደችው ውስጧ ተቀብሮ የሚኖረው የልጅነት ትዝታ ሆነ።		sentence-collector	1	0
8d6fa3bb8a37c5a7e508c203743bb0369e645eb40f53fded6d09859505cdde12	ጠቅላይ ሚኒስትር ዐቢይ የሱዳንን ወቅታዊ ሁኔታ አስመልክተው መልዕክት አስተላለፉ		sentence-collector	1	0
8dd238025b38c4509a1acb5f58c6bc225e86cb74c07189aa0badaaf3c4fa004c	ድንበር የለሽ የጋዜጠኞች ቡድን ጋዜጠኛው የሩሲያ ተዋጊ ቅጥረኛ ቡድን በሆነው ዋግነር ዘገባ እያጠናቀረ ነበር ብሏል።		sentence-collector	1	0
8df354f620cfa68f0b5c0c9cec964661cbfa741e54eafb5ac61628715392786b	እርሷም ልክ እንደ ተዓምር ዛሬ አንድ ነገር ተከሰተ፡፡		sentence-collector	1	0
8e41228a6c1730f1de6f20f7b5d81a80f604bbdfe35c71995e4fb07d875937fd	ግን በደካማ የተከላካይ መስመራቸውን ይህን ማድረግ ይችላሉ ወይ የሚለው መመለስ አለበት።		sentence-collector	1	0
8f1a8c256ebbc391696dd9156dc48be7061d4a698233ddc1850be3a1fb3abf21	ፍጹም ፍቅር ከክብር ዙፋን ላይ መውረድን እንደሚጠይቅ እውነተኛ መውደድ በቅድመ ሁኔታዎች እንደማይታጠር ክርስቶስ በተግባር አስተምሮናል።		sentence-collector	1	0
8f223c5ad4df9e894dfc8600b0944c5c211fb89f29c8e13487be728cf1746819	በርልስኮኒ የእግር ኳስ ቡድንን ጨምሮ የበርካታ ጋዜጦች ባለቤት ነበሩ።		sentence-collector	1	0
8f97abaf1697abc467680dee7359ea924cc41b0e27fc7eaf4d5fe4221eaa6b34	እንግዲህ ጅቦች ሁሌም ጠላቶቻችን ናቸው።		sentence-collector	1	0
91a03537bd6e10d4941e2bc90b59da91a25cb39ba3f60c7329c0e34a1f4a157c	ጌዳ ቃውላ ደግሞ ኦንጎታን ቋንቋን ከሚናገሩት አምስት ሰዎች አንዱ ናቸው።		sentence-collector	1	0
91dd9c4efb0b0317985332fc9bba28af2e9e08f77ce36ce76f7386fdca4fd68a	በአንጎላ ውስጥ በፈንጂ ቢያንስ አንድ የተጎዳ ሰው እናውቃለን።		sentence-collector	1	0
936d14c6b213a25de41e59b9204c68fdfac054b8628580c23df6fa623a1dc781	የአንድ ወቅት አጋር የአሁን ባላንጣ ጄነራሎች ግንኙነት ረጅም ጊዜን አስቆጥሯል።		sentence-collector	1	0
